DateTime,Open,High,Low,Close,Volume
2020-02-02 17:00,1.109390000,1.109390000,1.109390000,1.109390000,.0000
2020-02-02 17:01,1.109340000,1.109340000,1.109210000,1.109210000,.0000
2020-02-02 17:02,1.109220000,1.109220000,1.109220000,1.109220000,.0000
2020-02-02 17:03,1.109230000,1.109230000,1.109180000,1.109180000,.0000
2020-02-02 17:04,1.109210000,1.109210000,1.109210000,1.109210000,.0000
2020-02-02 17:05,1.10920000,1.109220000,1.10920000,1.109210000,.0000
2020-02-02 17:06,1.10920000,1.10920000,1.109160000,1.10920000,.0000
2020-02-02 17:07,1.10920000,1.10920000,1.109180000,1.10920000,.0000
2020-02-02 17:08,1.10920000,1.10920000,1.109180000,1.109180000,.0000
2020-02-02 17:09,1.109170000,1.109180000,1.109170000,1.109170000,.0000
2020-02-02 17:10,1.109180000,1.10920000,1.109180000,1.109190000,.0000
2020-02-02 17:11,1.109180000,1.109180000,1.109180000,1.109180000,.0000
2020-02-02 17:12,1.109180000,1.109210000,1.109180000,1.109190000,.0000
2020-02-02 17:13,1.109190000,1.109190000,1.109180000,1.109180000,.0000
2020-02-02 17:14,1.109170000,1.109170000,1.109160000,1.109160000,.0000
2020-02-02 17:15,1.109160000,1.109160000,1.109160000,1.109160000,.0000
2020-02-02 17:16,1.109170000,1.109180000,1.109120000,1.109120000,.0000
2020-02-02 17:17,1.109120000,1.109120000,1.109110000,1.109110000,.0000
2020-02-02 17:18,1.109110000,1.109120000,1.109110000,1.109110000,.0000
2020-02-02 17:19,1.109110000,1.109130000,1.10910000,1.10910000,.0000
2020-02-02 17:20,1.109090000,1.109120000,1.109090000,1.109110000,.0000
2020-02-02 17:21,1.109120000,1.109130000,1.109090000,1.10910000,.0000
2020-02-02 17:22,1.109110000,1.109120000,1.108770000,1.108830000,.0000
2020-02-02 17:23,1.108840000,1.108850000,1.108840000,1.108850000,.0000
2020-02-02 17:24,1.108840000,1.108840000,1.108840000,1.108840000,.0000
2020-02-02 17:25,1.108840000,1.108860000,1.108770000,1.108840000,.0000
2020-02-02 17:26,1.108820000,1.108830000,1.108780000,1.108790000,.0000
2020-02-02 17:27,1.10880000,1.108820000,1.108760000,1.108760000,.0000
2020-02-02 17:28,1.108790000,1.109030000,1.108790000,1.109030000,.0000
2020-02-02 17:29,1.109040000,1.109070000,1.109030000,1.109030000,.0000
2020-02-02 17:30,1.109030000,1.109060000,1.108720000,1.108720000,.0000
2020-02-02 17:31,1.108710000,1.108840000,1.108690000,1.108750000,.0000
2020-02-02 17:32,1.108740000,1.108760000,1.108660000,1.108760000,.0000
2020-02-02 17:33,1.108740000,1.108780000,1.108590000,1.108660000,.0000
2020-02-02 17:34,1.108640000,1.108670000,1.108580000,1.108590000,.0000
2020-02-02 17:35,1.108580000,1.108590000,1.108280000,1.108420000,.0000
2020-02-02 17:36,1.108430000,1.108430000,1.108210000,1.108380000,.0000
2020-02-02 17:37,1.108380000,1.108480000,1.108370000,1.108450000,.0000
2020-02-02 17:38,1.108450000,1.108460000,1.108440000,1.108450000,.0000
2020-02-02 17:39,1.108440000,1.108470000,1.10830000,1.10830000,.0000
2020-02-02 17:40,1.10830000,1.108610000,1.108130000,1.108310000,.0000
2020-02-02 17:41,1.108320000,1.108560000,1.108230000,1.108230000,.0000
2020-02-02 17:42,1.108230000,1.108590000,1.108230000,1.108560000,.0000
2020-02-02 17:43,1.108560000,1.108740000,1.10850000,1.108660000,.0000
2020-02-02 17:44,1.108660000,1.108660000,1.108640000,1.108660000,.0000
2020-02-02 17:45,1.108660000,1.108670000,1.108660000,1.108660000,.0000
2020-02-02 17:46,1.108660000,1.108770000,1.108650000,1.108760000,.0000
2020-02-02 17:47,1.108730000,1.108780000,1.10870000,1.108780000,.0000
2020-02-02 17:48,1.108780000,1.108820000,1.108750000,1.10880000,.0000
2020-02-02 17:49,1.10880000,1.108850000,1.108780000,1.10880000,.0000
2020-02-02 17:50,1.108790000,1.10880000,1.108740000,1.108770000,.0000
2020-02-02 17:51,1.108780000,1.10880000,1.108710000,1.108760000,.0000
2020-02-02 17:52,1.108760000,1.108780000,1.10870000,1.108750000,.0000
2020-02-02 17:53,1.108760000,1.108770000,1.10870000,1.108760000,.0000
2020-02-02 17:54,1.108770000,1.108770000,1.108690000,1.108740000,.0000
2020-02-02 17:55,1.108740000,1.10880000,1.108290000,1.108350000,.0000
2020-02-02 17:56,1.108350000,1.108720000,1.10830000,1.108630000,.0000
2020-02-02 17:57,1.108620000,1.108670000,1.108620000,1.108650000,.0000
2020-02-02 17:58,1.108640000,1.108660000,1.108480000,1.108490000,.0000
2020-02-02 17:59,1.108490000,1.108530000,1.108440000,1.108460000,.0000
2020-02-02 18:00,1.108510000,1.108880000,1.108510000,1.108780000,.0000
2020-02-02 18:01,1.10880000,1.10890000,1.108770000,1.108820000,.0000
2020-02-02 18:02,1.108820000,1.108910000,1.108810000,1.108870000,.0000
2020-02-02 18:03,1.108880000,1.108980000,1.108880000,1.108980000,.0000
2020-02-02 18:04,1.108980000,1.109020000,1.108950000,1.109010000,.0000
2020-02-02 18:05,1.1090000,1.109040000,1.108980000,1.108990000,.0000
2020-02-02 18:06,1.108990000,1.109050000,1.108990000,1.108990000,.0000
2020-02-02 18:07,1.108990000,1.109010000,1.108960000,1.108990000,.0000
2020-02-02 18:08,1.108980000,1.109010000,1.108950000,1.1090000,.0000
2020-02-02 18:09,1.1090000,1.109020000,1.108960000,1.109010000,.0000
2020-02-02 18:10,1.109040000,1.109070000,1.1090000,1.109050000,.0000
2020-02-02 18:11,1.109050000,1.109060000,1.1090000,1.1090000,.0000
2020-02-02 18:12,1.1090000,1.109060000,1.1090000,1.1090000,.0000
2020-02-02 18:13,1.109010000,1.109020000,1.1090000,1.1090000,.0000
2020-02-02 18:14,1.109010000,1.109040000,1.108950000,1.108950000,.0000
2020-02-02 18:15,1.108940000,1.108970000,1.108930000,1.108950000,.0000
2020-02-02 18:16,1.108940000,1.108940000,1.108890000,1.108910000,.0000
2020-02-02 18:17,1.108890000,1.10890000,1.108880000,1.108880000,.0000
2020-02-02 18:18,1.10890000,1.108910000,1.108880000,1.10890000,.0000
2020-02-02 18:19,1.108920000,1.108940000,1.108880000,1.10890000,.0000
2020-02-02 18:20,1.10890000,1.108910000,1.108880000,1.108880000,.0000
2020-02-02 18:21,1.10890000,1.10890000,1.108870000,1.10890000,.0000
2020-02-02 18:22,1.10890000,1.10890000,1.108850000,1.108860000,.0000
2020-02-02 18:23,1.108850000,1.108870000,1.108840000,1.108850000,.0000
2020-02-02 18:24,1.108850000,1.108850000,1.108840000,1.108840000,.0000
2020-02-02 18:25,1.108840000,1.108880000,1.108840000,1.108850000,.0000
2020-02-02 18:26,1.108840000,1.108910000,1.108840000,1.10890000,.0000
2020-02-02 18:27,1.10890000,1.108930000,1.10890000,1.108910000,.0000
2020-02-02 18:28,1.108910000,1.108960000,1.10890000,1.108950000,.0000
2020-02-02 18:29,1.108940000,1.108940000,1.10890000,1.108910000,.0000
2020-02-02 18:30,1.108930000,1.108960000,1.10890000,1.108930000,.0000
2020-02-02 18:31,1.108930000,1.108970000,1.108930000,1.108960000,.0000
2020-02-02 18:32,1.108960000,1.108960000,1.10890000,1.10890000,.0000
2020-02-02 18:33,1.108930000,1.108960000,1.108930000,1.108960000,.0000
2020-02-02 18:34,1.108950000,1.109020000,1.108940000,1.109020000,.0000
2020-02-02 18:35,1.109030000,1.109050000,1.108950000,1.108970000,.0000
2020-02-02 18:36,1.108990000,1.108990000,1.108930000,1.108940000,.0000
2020-02-02 18:37,1.108940000,1.109010000,1.108940000,1.109010000,.0000
2020-02-02 18:38,1.1090000,1.1090000,1.108920000,1.108940000,.0000
2020-02-02 18:39,1.108930000,1.108960000,1.108930000,1.108950000,.0000
2020-02-02 18:40,1.108940000,1.108960000,1.108940000,1.108950000,.0000
2020-02-02 18:41,1.108960000,1.108960000,1.10890000,1.108910000,.0000
2020-02-02 18:42,1.108920000,1.108920000,1.10890000,1.108910000,.0000
2020-02-02 18:43,1.10890000,1.108910000,1.10890000,1.108910000,.0000
2020-02-02 18:44,1.10890000,1.10890000,1.108830000,1.108850000,.0000
2020-02-02 18:45,1.108840000,1.10890000,1.108840000,1.10890000,.0000
2020-02-02 18:46,1.10890000,1.108910000,1.108890000,1.10890000,.0000
2020-02-02 18:47,1.108930000,1.108930000,1.108890000,1.10890000,.0000
2020-02-02 18:48,1.108910000,1.108910000,1.108910000,1.108910000,.0000
2020-02-02 18:49,1.108910000,1.108910000,1.108910000,1.108910000,.0000
2020-02-02 18:50,1.108910000,1.108970000,1.108890000,1.108950000,.0000
2020-02-02 18:51,1.108960000,1.108960000,1.108950000,1.108950000,.0000
2020-02-02 18:52,1.108960000,1.108980000,1.10890000,1.10890000,.0000
2020-02-02 18:53,1.108910000,1.108910000,1.108890000,1.10890000,.0000
2020-02-02 18:54,1.108920000,1.108950000,1.108890000,1.108940000,.0000
2020-02-02 18:55,1.108940000,1.108950000,1.108920000,1.108950000,.0000
2020-02-02 18:56,1.108930000,1.108930000,1.10890000,1.10890000,.0000
2020-02-02 18:57,1.10890000,1.108960000,1.108890000,1.10890000,.0000
2020-02-02 18:58,1.108890000,1.108930000,1.108880000,1.10890000,.0000
2020-02-02 18:59,1.10890000,1.10890000,1.10890000,1.10890000,.0000
2020-02-02 19:00,1.10890000,1.10890000,1.108840000,1.108840000,.0000
2020-02-02 19:01,1.108840000,1.108840000,1.108690000,1.108710000,.0000
2020-02-02 19:02,1.10870000,1.108740000,1.10870000,1.108710000,.0000
2020-02-02 19:03,1.108710000,1.108770000,1.10870000,1.108760000,.0000
2020-02-02 19:04,1.108750000,1.108760000,1.108720000,1.108720000,.0000
2020-02-02 19:05,1.108730000,1.108730000,1.108660000,1.108660000,.0000
2020-02-02 19:06,1.108660000,1.108660000,1.108580000,1.108650000,.0000
2020-02-02 19:07,1.108650000,1.108720000,1.108650000,1.108720000,.0000
2020-02-02 19:08,1.108710000,1.108760000,1.108710000,1.108760000,.0000
2020-02-02 19:09,1.108760000,1.108770000,1.108760000,1.108770000,.0000
2020-02-02 19:10,1.108760000,1.108760000,1.108720000,1.108760000,.0000
2020-02-02 19:11,1.108740000,1.108740000,1.108710000,1.108710000,.0000
2020-02-02 19:12,1.108720000,1.108720000,1.108580000,1.108610000,.0000
2020-02-02 19:13,1.10860000,1.108670000,1.10860000,1.108620000,.0000
2020-02-02 19:14,1.10860000,1.108640000,1.108590000,1.10860000,.0000
2020-02-02 19:15,1.108590000,1.108610000,1.108590000,1.108610000,.0000
2020-02-02 19:16,1.108620000,1.108660000,1.108610000,1.108640000,.0000
2020-02-02 19:17,1.108640000,1.108650000,1.108640000,1.108650000,.0000
2020-02-02 19:18,1.108650000,1.108660000,1.108640000,1.108650000,.0000
2020-02-02 19:19,1.108670000,1.108680000,1.108620000,1.108640000,.0000
2020-02-02 19:20,1.108650000,1.108650000,1.108640000,1.108640000,.0000
2020-02-02 19:21,1.108640000,1.10870000,1.108630000,1.108680000,.0000
2020-02-02 19:22,1.108680000,1.108680000,1.108650000,1.108650000,.0000
2020-02-02 19:23,1.108670000,1.108690000,1.108650000,1.108680000,.0000
2020-02-02 19:24,1.108680000,1.108680000,1.108660000,1.108660000,.0000
2020-02-02 19:25,1.108660000,1.108660000,1.108630000,1.108630000,.0000
2020-02-02 19:26,1.108640000,1.108640000,1.108630000,1.108630000,.0000
2020-02-02 19:27,1.108640000,1.108660000,1.108630000,1.108650000,.0000
2020-02-02 19:28,1.108640000,1.108680000,1.108640000,1.108650000,.0000
2020-02-02 19:29,1.108640000,1.108650000,1.108590000,1.108590000,.0000
2020-02-02 19:30,1.10860000,1.10860000,1.108530000,1.108530000,.0000
2020-02-02 19:31,1.108530000,1.108530000,1.10850000,1.10850000,.0000
2020-02-02 19:32,1.10850000,1.10850000,1.108430000,1.108430000,.0000
2020-02-02 19:33,1.108430000,1.108430000,1.108350000,1.108350000,.0000
2020-02-02 19:34,1.108330000,1.108330000,1.108290000,1.10830000,.0000
2020-02-02 19:35,1.108310000,1.108330000,1.108220000,1.108240000,.0000
2020-02-02 19:36,1.108230000,1.108250000,1.108220000,1.108240000,.0000
2020-02-02 19:37,1.108240000,1.108250000,1.108230000,1.108240000,.0000
2020-02-02 19:38,1.108230000,1.108250000,1.10820000,1.10820000,.0000
2020-02-02 19:39,1.10820000,1.108220000,1.10810000,1.108190000,.0000
2020-02-02 19:40,1.108190000,1.10820000,1.10810000,1.10810000,.0000
2020-02-02 19:41,1.108120000,1.108210000,1.108120000,1.108190000,.0000
2020-02-02 19:42,1.108170000,1.108180000,1.108140000,1.108150000,.0000
2020-02-02 19:43,1.108150000,1.108150000,1.108090000,1.10810000,.0000
2020-02-02 19:44,1.108120000,1.108130000,1.10810000,1.10810000,.0000
2020-02-02 19:45,1.10810000,1.108130000,1.108090000,1.108090000,.0000
2020-02-02 19:46,1.108090000,1.10810000,1.108040000,1.108050000,.0000
2020-02-02 19:47,1.108050000,1.108060000,1.107990000,1.108060000,.0000
2020-02-02 19:48,1.108050000,1.108120000,1.108040000,1.108110000,.0000
2020-02-02 19:49,1.108110000,1.108110000,1.10810000,1.10810000,.0000
2020-02-02 19:50,1.108110000,1.108130000,1.108110000,1.108130000,.0000
2020-02-02 19:51,1.108130000,1.10820000,1.108130000,1.108180000,.0000
2020-02-02 19:52,1.108180000,1.10820000,1.108170000,1.108190000,.0000
2020-02-02 19:53,1.108180000,1.108190000,1.108120000,1.108140000,.0000
2020-02-02 19:54,1.108130000,1.108140000,1.108040000,1.108040000,.0000
2020-02-02 19:55,1.108050000,1.108150000,1.108050000,1.108140000,.0000
2020-02-02 19:56,1.108140000,1.108140000,1.108110000,1.108130000,.0000
2020-02-02 19:57,1.108130000,1.108150000,1.108090000,1.108130000,.0000
2020-02-02 19:58,1.108140000,1.108180000,1.108140000,1.108150000,.0000
2020-02-02 19:59,1.108150000,1.10820000,1.108140000,1.108170000,.0000
2020-02-02 20:00,1.108170000,1.10820000,1.108130000,1.108180000,.0000
2020-02-02 20:01,1.108190000,1.108220000,1.108180000,1.108190000,.0000
2020-02-02 20:02,1.108210000,1.108220000,1.108070000,1.108080000,.0000
2020-02-02 20:03,1.108090000,1.10810000,1.108080000,1.108090000,.0000
2020-02-02 20:04,1.108080000,1.108090000,1.108080000,1.108080000,.0000
2020-02-02 20:05,1.108080000,1.10810000,1.108020000,1.108050000,.0000
2020-02-02 20:06,1.108040000,1.108060000,1.108030000,1.108040000,.0000
2020-02-02 20:07,1.108030000,1.108060000,1.108030000,1.108040000,.0000
2020-02-02 20:08,1.108040000,1.108050000,1.108040000,1.108040000,.0000
2020-02-02 20:09,1.108030000,1.108050000,1.108030000,1.108040000,.0000
2020-02-02 20:10,1.108050000,1.108140000,1.108050000,1.108130000,.0000
2020-02-02 20:11,1.108110000,1.108110000,1.108070000,1.108080000,.0000
2020-02-02 20:12,1.108080000,1.108140000,1.108070000,1.108140000,.0000
2020-02-02 20:13,1.108140000,1.108160000,1.108140000,1.108150000,.0000
2020-02-02 20:14,1.108140000,1.108190000,1.108140000,1.108150000,.0000
2020-02-02 20:15,1.108150000,1.10820000,1.108140000,1.108140000,.0000
2020-02-02 20:16,1.108170000,1.108170000,1.108090000,1.10810000,.0000
2020-02-02 20:17,1.108110000,1.108110000,1.108040000,1.108040000,.0000
2020-02-02 20:18,1.108040000,1.108040000,1.108040000,1.108040000,.0000
2020-02-02 20:19,1.108030000,1.108080000,1.108030000,1.108050000,.0000
2020-02-02 20:20,1.108050000,1.108090000,1.108040000,1.108090000,.0000
2020-02-02 20:21,1.10810000,1.108150000,1.10810000,1.108150000,.0000
2020-02-02 20:22,1.108140000,1.108190000,1.108080000,1.108190000,.0000
